,Buurten,Year,Age,Gender,value
81,Boeimeer,2014-01-01,< 30 jaar,Vrouw,1006.0
82,Ruitersbos,2014-01-01,< 30 jaar,Vrouw,326.0
83,Haagpoort,2014-01-01,< 30 jaar,Vrouw,481.0
84,Heuvel,2014-01-01,< 30 jaar,Vrouw,1660.0
85,Tuinzigt,2014-01-01,< 30 jaar,Vrouw,1701.0
86,Princenhage,2014-01-01,< 30 jaar,Vrouw,1400.0
87,Westerpark,2014-01-01,< 30 jaar,Vrouw,638.0
88,Heilaar,2014-01-01,< 30 jaar,Vrouw,66.0
89,Hazeldonk,2014-01-01,< 30 jaar,Vrouw,4.0
90,Steenakker,2014-01-01,< 30 jaar,Vrouw,50.0
91,Effen-Rith,2014-01-01,< 30 jaar,Vrouw,117.0
92,Liesbos,2014-01-01,< 30 jaar,Vrouw,104.0
93,Gageldonk,2014-01-01,< 30 jaar,Vrouw,867.0
94,Kievitsloop,2014-01-01,< 30 jaar,Vrouw,814.0
95,Kesteren,2014-01-01,< 30 jaar,Vrouw,803.0
96,Muizenberg,2014-01-01,< 30 jaar,Vrouw,549.0
97,Heksenwiel,2014-01-01,< 30 jaar,Vrouw,736.0
98,Overkroeten,2014-01-01,< 30 jaar,Vrouw,588.0
99,Kroeten,2014-01-01,< 30 jaar,Vrouw,461.0
100,Emer,2014-01-01,< 30 jaar,Vrouw,10.0
101,Hagebeemd,2014-01-01,< 30 jaar,Vrouw,35.0
102,Bavel,2014-01-01,< 30 jaar,Vrouw,798.0
103,Nieuw Wolfslaar,2014-01-01,< 30 jaar,Vrouw,433.0
104,Buitengebied Bavel,2014-01-01,< 30 jaar,Vrouw,64.0
105,Ulvenhout,2014-01-01,< 30 jaar,Vrouw,605.0
106,Buitengebied Ulvenhout,2014-01-01,< 30 jaar,Vrouw,36.0
107,Prinsenbeek,2014-01-01,< 30 jaar,Vrouw,1692.0
108,Buitengebied Prinsenbeek,2014-01-01,< 30 jaar,Vrouw,112.0
109,Teteringen,2014-01-01,< 30 jaar,Vrouw,1077.0
110,Vuchtpolder,2014-01-01,< 30 jaar,Vrouw,12.0
111,Buitengebied Teteringen,2014-01-01,< 30 jaar,Vrouw,53.0
112,Valkenberg,2014-01-01,30-44 jaar,Man,221.0
113,Chassé,2014-01-01,30-44 jaar,Man,383.0
114,Fellenoord,2014-01-01,30-44 jaar,Man,174.0
115,Schorsmolen,2014-01-01,30-44 jaar,Man,482.0
116,Station,2014-01-01,30-44 jaar,Man,309.0
117,City,2014-01-01,30-44 jaar,Man,301.0
118,Belcrum,2014-01-01,30-44 jaar,Man,471.0
119,Doornbos-Linie,2014-01-01,30-44 jaar,Man,512.0
120,Biesdonk,2014-01-01,30-44 jaar,Man,488.0
121,Geeren-zuid,2014-01-01,30-44 jaar,Man,355.0
122,Wisselaar,2014-01-01,30-44 jaar,Man,375.0
123,Krogten,2014-01-01,30-44 jaar,Man,26.0
124,Geeren-noord,2014-01-01,30-44 jaar,Man,277.0
125,Waterdonken,2014-01-01,30-44 jaar,Man,212.0
126,Brabantpark,2014-01-01,30-44 jaar,Man,1067.0
127,Sportpark,2014-01-01,30-44 jaar,Man,336.0
128,Zandberg,2014-01-01,30-44 jaar,Man,507.0
129,Heusdenhout,2014-01-01,30-44 jaar,Man,426.0
130,Moleneind-oost,2014-01-01,30-44 jaar,Man,6.0
131,Hoogeind,2014-01-01,30-44 jaar,Man,7.0
132,Blauwe Kei,2014-01-01,30-44 jaar,Man,403.0
133,Ypelaar,2014-01-01,30-44 jaar,Man,382.0
134,Overakker,2014-01-01,30-44 jaar,Man,240.0
135,Ginneken,2014-01-01,30-44 jaar,Man,491.0
136,Mastbos,2014-01-01,30-44 jaar,Man,36.0
137,Boeimeer,2014-01-01,30-44 jaar,Man,590.0
138,Ruitersbos,2014-01-01,30-44 jaar,Man,131.0
139,Haagpoort,2014-01-01,30-44 jaar,Man,303.0
140,Heuvel,2014-01-01,30-44 jaar,Man,1012.0
141,Tuinzigt,2014-01-01,30-44 jaar,Man,807.0
142,Princenhage,2014-01-01,30-44 jaar,Man,864.0
143,Westerpark,2014-01-01,30-44 jaar,Man,478.0
144,Heilaar,2014-01-01,30-44 jaar,Man,18.0
145,Hazeldonk,2014-01-01,30-44 jaar,Man,2.0
146,Steenakker,2014-01-01,30-44 jaar,Man,19.0
147,Effen-Rith,2014-01-01,30-44 jaar,Man,56.0
148,Liesbos,2014-01-01,30-44 jaar,Man,46.0
149,Gageldonk,2014-01-01,30-44 jaar,Man,544.0
150,Kievitsloop,2014-01-01,30-44 jaar,Man,475.0
151,Kesteren,2014-01-01,30-44 jaar,Man,472.0
152,Muizenberg,2014-01-01,30-44 jaar,Man,249.0
153,Heksenwiel,2014-01-01,30-44 jaar,Man,362.0
154,Overkroeten,2014-01-01,30-44 jaar,Man,278.0
155,Kroeten,2014-01-01,30-44 jaar,Man,354.0
156,Emer,2014-01-01,30-44 jaar,Man,9.0
157,Hagebeemd,2014-01-01,30-44 jaar,Man,11.0
158,Bavel,2014-01-01,30-44 jaar,Man,348.0
159,Nieuw Wolfslaar,2014-01-01,30-44 jaar,Man,254.0
160,Buitengebied Bavel,2014-01-01,30-44 jaar,Man,20.0
161,Ulvenhout,2014-01-01,30-44 jaar,Man,301.0
162,Buitengebied Ulvenhout,2014-01-01,30-44 jaar,Man,16.0
163,Prinsenbeek,2014-01-01,30-44 jaar,Man,851.0
164,Buitengebied Prinsenbeek,2014-01-01,30-44 jaar,Man,49.0
165,Teteringen,2014-01-01,30-44 jaar,Man,545.0
166,Vuchtpolder,2014-01-01,30-44 jaar,Man,2.0
167,Buitengebied Teteringen,2014-01-01,30-44 jaar,Man,14.0
168,Valkenberg,2014-01-01,30-44 jaar,Vrouw,152.0
169,Chassé,2014-01-01,30-44 jaar,Vrouw,333.0
170,Fellenoord,2014-01-01,30-44 jaar,Vrouw,149.0
171,Schorsmolen,2014-01-01,30-44 jaar,Vrouw,379.0
172,Station,2014-01-01,30-44 jaar,Vrouw,228.0
173,City,2014-01-01,30-44 jaar,Vrouw,180.0
174,Belcrum,2014-01-01,30-44 jaar,Vrouw,455.0
175,Doornbos-Linie,2014-01-01,30-44 jaar,Vrouw,413.0
176,Biesdonk,2014-01-01,30-44 jaar,Vrouw,497.0
177,Geeren-zuid,2014-01-01,30-44 jaar,Vrouw,358.0
178,Wisselaar,2014-01-01,30-44 jaar,Vrouw,380.0
179,Krogten,2014-01-01,30-44 jaar,Vrouw,14.0
180,Geeren-noord,2014-01-01,30-44 jaar,Vrouw,229.0
181,Waterdonken,2014-01-01,30-44 jaar,Vrouw,190.0
182,Brabantpark,2014-01-01,30-44 jaar,Vrouw,980.0
183,Sportpark,2014-01-01,30-44 jaar,Vrouw,377.0
184,Zandberg,2014-01-01,30-44 jaar,Vrouw,531.0
185,Heusdenhout,2014-01-01,30-44 jaar,Vrouw,428.0
186,Moleneind-oost,2014-01-01,30-44 jaar,Vrouw,7.0
187,Hoogeind,2014-01-01,30-44 jaar,Vrouw,7.0
188,Blauwe Kei,2014-01-01,30-44 jaar,Vrouw,422.0
189,Ypelaar,2014-01-01,30-44 jaar,Vrouw,480.0
190,Overakker,2014-01-01,30-44 jaar,Vrouw,275.0
191,Ginneken,2014-01-01,30-44 jaar,Vrouw,548.0
192,Mastbos,2014-01-01,30-44 jaar,Vrouw,38.0
193,Boeimeer,2014-01-01,30-44 jaar,Vrouw,628.0
194,Ruitersbos,2014-01-01,30-44 jaar,Vrouw,143.0
195,Haagpoort,2014-01-01,30-44 jaar,Vrouw,258.0
196,Heuvel,2014-01-01,30-44 jaar,Vrouw,906.0
197,Tuinzigt,2014-01-01,30-44 jaar,Vrouw,747.0
198,Princenhage,2014-01-01,30-44 jaar,Vrouw,911.0
199,Westerpark,2014-01-01,30-44 jaar,Vrouw,531.0
200,Heilaar,2014-01-01,30-44 jaar,Vrouw,25.0
201,Hazeldonk,2014-01-01,30-44 jaar,Vrouw,2.0
202,Steenakker,2014-01-01,30-44 jaar,Vrouw,19.0
203,Effen-Rith,2014-01-01,30-44 jaar,Vrouw,64.0
204,Liesbos,2014-01-01,30-44 jaar,Vrouw,57.0
205,Gageldonk,2014-01-01,30-44 jaar,Vrouw,495.0
206,Kievitsloop,2014-01-01,30-44 jaar,Vrouw,460.0
207,Kesteren,2014-01-01,30-44 jaar,Vrouw,427.0
208,Muizenberg,2014-01-01,30-44 jaar,Vrouw,297.0
209,Heksenwiel,2014-01-01,30-44 jaar,Vrouw,433.0
210,Overkroeten,2014-01-01,30-44 jaar,Vrouw,349.0
211,Kroeten,2014-01-01,30-44 jaar,Vrouw,356.0
212,Emer,2014-01-01,30-44 jaar,Vrouw,10.0
213,Hagebeemd,2014-01-01,30-44 jaar,Vrouw,14.0
214,Bavel,2014-01-01,30-44 jaar,Vrouw,434.0
215,Nieuw Wolfslaar,2014-01-01,30-44 jaar,Vrouw,312.0
216,Buitengebied Bavel,2014-01-01,30-44 jaar,Vrouw,27.0
217,Ulvenhout,2014-01-01,30-44 jaar,Vrouw,361.0
218,Buitengebied Ulvenhout,2014-01-01,30-44 jaar,Vrouw,18.0
219,Prinsenbeek,2014-01-01,30-44 jaar,Vrouw,1009.0
220,Buitengebied Prinsenbeek,2014-01-01,30-44 jaar,Vrouw,65.0
221,Teteringen,2014-01-01,30-44 jaar,Vrouw,626.0
222,Vuchtpolder,2014-01-01,30-44 jaar,Vrouw,9.0
223,Buitengebied Teteringen,2014-01-01,30-44 jaar,Vrouw,17.0
224,Valkenberg,2014-01-01,45-64 jaar,Man,194.0
225,Chassé,2014-01-01,45-64 jaar,Man,436.0
226,Fellenoord,2014-01-01,45-64 jaar,Man,163.0
227,Schorsmolen,2014-01-01,45-64 jaar,Man,287.0
228,Station,2014-01-01,45-64 jaar,Man,181.0
229,City,2014-01-01,45-64 jaar,Man,208.0
230,Belcrum,2014-01-01,45-64 jaar,Man,376.0
231,Doornbos-Linie,2014-01-01,45-64 jaar,Man,498.0
232,Biesdonk,2014-01-01,45-64 jaar,Man,575.0
233,Geeren-zuid,2014-01-01,45-64 jaar,Man,359.0
234,Wisselaar,2014-01-01,45-64 jaar,Man,521.0
235,Krogten,2014-01-01,45-64 jaar,Man,39.0
236,Geeren-noord,2014-01-01,45-64 jaar,Man,314.0
237,Waterdonken,2014-01-01,45-64 jaar,Man,63.0
238,Brabantpark,2014-01-01,45-64 jaar,Man,1095.0
239,Sportpark,2014-01-01,45-64 jaar,Man,437.0
240,Zandberg,2014-01-01,45-64 jaar,Man,701.0
241,Heusdenhout,2014-01-01,45-64 jaar,Man,657.0
242,Moleneind-oost,2014-01-01,45-64 jaar,Man,9.0
243,Hoogeind,2014-01-01,45-64 jaar,Man,8.0
244,Blauwe Kei,2014-01-01,45-64 jaar,Man,487.0
245,Ypelaar,2014-01-01,45-64 jaar,Man,661.0
246,Overakker,2014-01-01,45-64 jaar,Man,328.0
247,Ginneken,2014-01-01,45-64 jaar,Man,714.0
248,Mastbos,2014-01-01,45-64 jaar,Man,102.0
249,Boeimeer,2014-01-01,45-64 jaar,Man,759.0
250,Ruitersbos,2014-01-01,45-64 jaar,Man,294.0
251,Haagpoort,2014-01-01,45-64 jaar,Man,259.0
252,Heuvel,2014-01-01,45-64 jaar,Man,803.0
253,Tuinzigt,2014-01-01,45-64 jaar,Man,796.0
254,Princenhage,2014-01-01,45-64 jaar,Man,1107.0
255,Westerpark,2014-01-01,45-64 jaar,Man,465.0
256,Heilaar,2014-01-01,45-64 jaar,Man,61.0
257,Hazeldonk,2014-01-01,45-64 jaar,Man,9.0
258,Steenakker,2014-01-01,45-64 jaar,Man,51.0
259,Effen-Rith,2014-01-01,45-64 jaar,Man,140.0
260,Liesbos,2014-01-01,45-64 jaar,Man,120.0
261,Gageldonk,2014-01-01,45-64 jaar,Man,820.0
262,Kievitsloop,2014-01-01,45-64 jaar,Man,737.0
263,Kesteren,2014-01-01,45-64 jaar,Man,584.0
264,Muizenberg,2014-01-01,45-64 jaar,Man,549.0
265,Heksenwiel,2014-01-01,45-64 jaar,Man,769.0
266,Overkroeten,2014-01-01,45-64 jaar,Man,571.0
267,Kroeten,2014-01-01,45-64 jaar,Man,322.0
268,Emer,2014-01-01,45-64 jaar,Man,8.0
269,Hagebeemd,2014-01-01,45-64 jaar,Man,41.0
270,Bavel,2014-01-01,45-64 jaar,Man,885.0
271,Nieuw Wolfslaar,2014-01-01,45-64 jaar,Man,299.0
272,Buitengebied Bavel,2014-01-01,45-64 jaar,Man,99.0
